index,bias
0,-0.000883936882019043
1,-0.000883936882019043
2,0.0021660327911376953
3,0.007653176784515381
4,0.005572140216827393
7,0.023892760276794434
8,-0.011543512344360352
9,-0.013552665710449219
10,-0.012674689292907715
11,-0.024579286575317383
12,-0.015547513961791992
13,0.01398921012878418
14,0.02602410316467285
16,-0.02098625898361206
18,0.02294313907623291
20,-0.029275119304656982
21,-0.021490931510925293
22,-0.005138754844665527
23,-0.017937660217285156
24,-0.013002872467041016
25,-0.001501917839050293
26,-0.008294463157653809
27,0.03827953338623047
28,0.008001208305358887
29,-0.006562709808349609
30,0.0003148317337036133
31,0.008001208305358887
32,0.009150266647338867
33,0.015231847763061523
34,0.004728376865386963
35,-0.025379419326782227
38,0.013060212135314941
39,-0.025250554084777832
40,0.05810731649398804
41,-0.014890849590301514
43,0.0058602094650268555
44,-0.010256648063659668
46,0.017086267471313477
47,0.005510210990905762
48,0.012581706047058105
49,-0.02846205234527588
51,-0.007901966571807861
52,-0.012532234191894531
54,0.012380123138427734
55,0.00379025936126709
56,-0.013002872467041016
57,-0.004080057144165039
58,0.02601468563079834
59,-0.002642035484313965
61,-0.0043871402740478516
62,0.022288918495178223
63,0.017968297004699707
65,-0.004178524017333984
66,0.002107858657836914
67,0.0058602094650268555
68,0.023981094360351562
69,-0.025821805000305176
71,0.009033679962158203
72,0.011896371841430664
75,0.0023355484008789062
76,0.0003148317337036133
77,-0.02235257625579834
78,-0.02237999439239502
79,0.011458873748779297
80,-0.018320679664611816
83,-0.0035452842712402344
84,-0.01574629545211792
85,-0.014365792274475098
87,0.02317631244659424
90,0.009067058563232422
92,-0.005138754844665527
94,0.01644003391265869
95,0.006013214588165283
96,-0.008963584899902344
97,0.006966948509216309
98,-0.011555016040802002
99,-0.008277654647827148
