index,bias
0,-0.016597747802734375
1,-0.016597747802734375
2,-0.028536319732666016
3,0.042383551597595215
4,-0.024811744689941406
5,-0.0694892406463623
6,-0.026630163192749023
7,0.010451197624206543
8,-0.07067656517028809
9,-0.1063241958618164
10,-0.032941579818725586
11,-0.035073161125183105
12,-0.0604327917098999
13,-0.00025475025177001953
14,-0.07219606637954712
15,0.004091382026672363
16,-0.03745412826538086
18,-0.007300615310668945
19,-0.052157044410705566
20,-0.04605972766876221
21,-0.05185437202453613
23,-0.04254043102264404
24,0.03765881061553955
25,-0.01233983039855957
26,-0.06200087070465088
27,0.048143744468688965
28,-0.0011326074600219727
29,-0.03345370292663574
30,-0.0341188907623291
31,0.013355135917663574
32,-0.034105658531188965
33,-0.029349803924560547
34,-0.02296900749206543
35,-0.014570116996765137
36,-0.050214529037475586
37,-0.07448387145996094
38,0.0008771419525146484
39,-0.05070340633392334
40,0.10776746273040771
41,-0.0246126651763916
42,-0.028679370880126953
43,-0.05612504482269287
44,-0.04005873203277588
45,0.032122135162353516
46,0.016881227493286133
47,0.0687110424041748
48,-0.02707540988922119
49,-0.09441637992858887
51,-0.06004655361175537
52,-0.07799595594406128
53,-0.016862869262695312
54,-0.06709933280944824
55,0.017185449600219727
56,-0.035857319831848145
57,-0.03236830234527588
58,0.011796712875366211
59,-0.04333066940307617
61,-0.042185425758361816
62,0.016727209091186523
63,0.051661133766174316
64,-0.024113893508911133
65,-0.00839078426361084
66,-0.009094834327697754
67,-0.03842318058013916
69,-0.04993557929992676
70,-0.09394925832748413
71,-0.064689040184021
72,0.0004597902297973633
73,-0.04076218605041504
74,-0.08263742923736572
75,-0.040841102600097656
76,-0.0341188907623291
77,-0.08414959907531738
78,-0.04680490493774414
79,0.024335145950317383
80,-0.07351177930831909
81,-0.010208487510681152
82,-0.02118086814880371
83,-0.028290510177612305
84,-0.08271896839141846
85,-0.01878976821899414
86,-0.047821044921875
88,-0.00928795337677002
90,-0.0273435115814209
91,0.013441801071166992
92,-0.05081772804260254
93,0.03429698944091797
94,0.024742722511291504
95,-0.04412686824798584
96,-0.034185051918029785
97,0.10601842403411865
98,-0.038455963134765625
99,-0.07432401180267334
