index,bias
0,-0.06392914056777954
1,-0.06392914056777954
2,-0.08224368095397949
3,-0.054195404052734375
4,-0.07866078615188599
5,-0.0367579460144043
6,-0.06120610237121582
7,-0.04167032241821289
8,-0.09070062637329102
9,-0.07753753662109375
10,-0.042084574699401855
11,-0.0609133243560791
12,-0.07398808002471924
13,-0.06835472583770752
14,-0.007701396942138672
15,-0.043608784675598145
16,0.008260011672973633
19,-0.046973586082458496
20,-0.052825927734375
21,-0.09140568971633911
22,-0.025281310081481934
24,-0.039392709732055664
25,0.016811132431030273
27,-0.06449776887893677
28,-0.08457326889038086
29,-0.015895605087280273
30,-0.10183227062225342
31,-0.01811671257019043
32,-0.09852755069732666
33,-0.04891788959503174
34,-0.0488964319229126
35,-0.05950510501861572
36,-0.0740392804145813
37,-0.08690822124481201
38,-0.04781162738800049
39,-0.08011245727539062
40,0.09899520874023438
41,-0.08261889219284058
42,-0.047392845153808594
43,-0.06814897060394287
44,-0.0603179931640625
45,-0.05325031280517578
46,-0.025702834129333496
47,0.011755764484405518
48,0.09923297166824341
49,-0.06961369514465332
50,-0.06915658712387085
51,-0.058039844036102295
52,-0.082095205783844
53,-0.05860257148742676
54,-0.06647038459777832
55,-0.07176429033279419
56,-0.0691409707069397
57,-0.06899446249008179
58,-0.053466200828552246
59,-0.04984927177429199
60,0.003045320510864258
61,-0.08719122409820557
62,-0.03996264934539795
63,-0.0647209882736206
64,-0.0857926607131958
65,-0.08680009841918945
66,-0.08226501941680908
67,-0.056903064250946045
68,-0.0632178783416748
69,-0.05047029256820679
70,-0.07289087772369385
71,-0.07589435577392578
72,-0.05441451072692871
73,-0.07186496257781982
74,-0.10984247922897339
75,-0.06658279895782471
76,-0.0661236047744751
77,-0.09634995460510254
78,-0.10513168573379517
79,-0.032556772232055664
80,-0.08823877573013306
81,-0.023414015769958496
82,-0.0568845272064209
83,-0.07530796527862549
84,-0.059645652770996094
85,-0.04422342777252197
86,-0.10685038566589355
87,0.0024524927139282227
90,-0.06530284881591797
91,-0.0427708625793457
92,-0.06338989734649658
93,-0.055379509925842285
94,-0.02736973762512207
95,-0.074931800365448
96,-0.06743508577346802
97,0.09617304801940918
98,-0.019504666328430176
99,-0.08052778244018555
