1.018607616,1.0466429
0.696043611,0.766507924
0.748218179,0.843417943
0.881981969,0.943767369
1.06348002,1.129765749
0.666236222,0.763546765
2.184978247,2.222064972
0.781813741,0.860360086
0.808048368,0.92085892
1.769556642,1.768552661
0.84464395,0.911156237
0.680202246,0.789452672
0.603959501,0.715837538
1.369443536,1.375022888
0.981518924,1.04377985
0.957781672,1.010786176
1.346398592,1.403855324
0.748218179,0.843417943
1.017666817,1.075481296
1.06348002,1.129765749
1.017853022,1.066151977
0.584492803,0.695777535
0.827173054,0.929129064
0.633709133,0.73424542
0.691133559,0.777698994
0.829364598,0.901161253
0.700487494,0.789918542
0.639389753,0.753709376
0.779514611,0.871738911
0.537898362,0.659100175
0.485910296,0.62840414
0.951900959,1.035991907
0.634080648,0.735645831
1.139391303,1.179571509
1.696024299,1.695173383
0.627626896,0.74414897
0.711726606,0.765174568
1.113953948,1.154589772
0.750976026,0.847331285
0.63333559,0.743571043
1.158833861,1.190779686
0.809295774,0.864921451
0.727778554,0.781187296
1.039979458,1.102996707
0.815902293,0.901309133
0.563515365,0.684942245
0.581775129,0.705207109
1.153403163,1.197427273
